ID	Area	Title	Description
27773	area-System.Runtime	Type 'System.TimeZoneInfo' cannot be serialized by DCS	Originally reported as a [VS Feedback issue](https://developercommunity.visualstudio.com/content/problem/200357/unable-to-create-web-service-reference-on-net-core.html).    Try the following code:  ```  TimeZoneInfo tzi = TimeZoneInfo.Local;  DataContractSerializer ser = new DataContractSerializer(typeof(TimeZoneInfo));  MemoryStream stream = new MemoryStream();  ser.WriteObject(stream, tzi);  ```    The following exception is thrown:    > System.Runtime.Serialization.SerializationException  >   HResult=0x8013150C  >   Message=Type 'System.TimeZoneInfo+AdjustmentRule[]' with data contract name 'ArrayOfTimeZoneInfo.AdjustmentRule:http://schemas.datacontract.org/2004/07/System' is not expected. Add any types not known statically to the list of known types - for example, by using the KnownTypeAttribute attribute or by adding them to the list of known types passed to DataContractSerializer.
27770	area-System.Runtime	BinaryFormatter has no benchmarks defined	During my recent serializers comparison, I have discovered huge perf boost for BinaryFormatter.Serialize.    The problem is that BinaryFormatter has no benchmarks defined in CoreFX so any perf change is not tracked by `BenchView`. Our other serializers have some benchmarks [link](https://github.com/dotnet/corefx/search?utf8=%E2%9C%93&q=RunSerializationPerformanceTest&type=) I think that `BinaryFormatter` should also have some.    This is a follow up of https://github.com/dotnet/coreclr/issues/16628
27769	area-System.Data	SQL Reader Async 10 times slower than sync	"Hi,    we got a problem with the async sql reader. We can reproduce that in ef core and with the sql data reader. Its so slow, that it's not usable. I also tried 4.5.0-preview2-26225-02, but the speed tests give the same result.  Example:   **Async Sql Client**  ```csharp      using (var conn = new System.Data.SqlClient.SqlConnection(getConnectionstring(_config)))                      {                          using (var cmd = new System.Data.SqlClient.SqlCommand(""SELECT TOP 350 * FROM users.Users;"", conn))                          {                              cmd.CommandType = System.Data.CommandType.Text;                                conn.Open();                              var reader = await cmd.ExecuteReaderAsync();                                while (await reader.ReadAsync())                              {                                  Guid id = reader.GetGuid(0);                                  stringBuilder2.AppendLine(id.ToString());                              }                          }                      }  ```     **Result: 218ms**    **Sync Sql Client**  ```csharp      using (var conn = new System.Data.SqlClient.SqlConnection(getConnectionstring(_config)))                      {                          using (var cmd = new System.Data.SqlClient.SqlCommand(""SELECT TOP 350 * FROM users.Users;"", conn))                          {                              cmd.CommandType = System.Data.CommandType.Text;                              conn.Open();                              var reader = cmd.ExecuteReader();                                while (reader.Read())                              {                                  Guid id = reader.GetGuid(0);                                  stringBuilder.AppendLine(id.ToString());                              }                          }                      }  ```  **Result: 28 ms**    I always tried 10 or more times to exclude warmup.    The same happens using ef:    **Sync ef example**  ```csharp                      using (var db = new TestContext(_config))                      {                                                   db.ConfigureLogging(s => stringLogger.AppendLine(stopwatch.ElapsedMilliseconds.ToString() + "" "" + s));                          var blogs = db.Users.Take(350)                              .ToList();                                              }                        break;`  ```  **Result:**  ef-client took 22ms  0 Opening connection to database 'users-service' on server 'xx.database.cloudapi.de'.  0 Opened connection to database 'users-service' on server 'xx.database.cloudapi.de'.  0 Executing DbCommand [Parameters=[@__p_0='?'], CommandType='Text', CommandTimeout='30']  SELECT TOP(@__p_0) [u].[Id], [u].[FirstName], [u].[LastName]  FROM [users].[Users] AS [u]  21 Executed DbCommand (21ms) [Parameters=[@__p_0='?'], CommandType='Text', CommandTimeout='30']  SELECT TOP(@__p_0) [u].[Id], [u].[FirstName], [u].[LastName]  FROM [users].[Users] AS [u]  22 A data reader was disposed.  22 Closing connection to database 'users-service' on server 'xx.database.cloudapi.de'.  22 Closed connection to database 'users-service' on server 'xx.database.cloudapi.de'.    **Async ef example:**  ```csharp  using (var db = new TestContext(_config))                      {                        db.ConfigureLogging(s => stringLogger.AppendLine(stopwatch.ElapsedMilliseconds.ToString() + "" "" + s));                          var blogs = await db.Users.Take(350)                              .ToListAsync();                                          }  ```    **Result:**  ef-client-async took 197ms  0 Opening connection to database 'users-service' on server 'xx.cloudapi.de'.  0 Opened connection to database 'users-service' on server 'xx.database.cloudapi.de'.  0 Executing DbCommand [Parameters=[@__p_0='?'], CommandType='Text', CommandTimeout='30']  SELECT TOP(@__p_0) [u].[Id], [u].[FirstName], [u].[LastName]  FROM [users].[Users] AS [u]  125 Executed DbCommand (125ms) [Parameters=[@__p_0='?'], CommandType='Text', CommandTimeout='30']  SELECT TOP(@__p_0) [u].[Id], [u].[FirstName], [u].[LastName]  FROM [users].[Users] AS [u]  197 A data reader was disposed.  197 Closing connection to database 'users-service' on server 'xx.database.cloudapi.de'.  197 Closed connection to database 'users-service' on server 'xx.database.cloudapi.de'.    I would expect the async code to be slower but not 5 to 10 times.    I tried all available versions (preview 1, 2 and normal version).    My tests are generated with vs code on mac and in our docker images, e.g dotnet-nightly:2.1.0-preview1-runtime-stretch    Any ideas?    "
27768	area-System.Net	NRE from ClientWebSocket.ConnectAsync when using ClientCertificates option	"Version: 2.1.300-preview2-008302 (also checked using latest master branch)    Sample code:  ```  var cws = new ClientWebSocket();       cws.Options.ClientCertificates.Add(new X509Certificate2(@""path-to-certificate.pfx""));  await cws.ConnectAsync(new Uri(""wss://....""), CancellationToken.None);  ```    throws:  ```  System.NullReferenceException: Object reference not set to an instance of an object.  at System.Net.WebSockets.WebSocketHandle.ConnectAsyncCore(Uri uri, CancellationToken cancellationToken, ClientWebSocketOptions options)     at System.Net.WebSockets.ClientWebSocket.ConnectAsyncCore(Uri uri, CancellationToken cancellationToken)  ```    According to my investigation NRE is thrown in the following line:  https://github.com/dotnet/corefx/blob/9ce903333efeb3eb5fef069f9caf868cb2309170/src/System.Net.WebSockets.Client/src/System/Net/WebSockets/WebSocketHandle.Managed.cs#L97    `handler.SslOptions.ClientCertificates` is `null`    Initializing the certificates collection there:    `handler.SslOptions.ClientCertificates = new X509Certificate2Collection();`    seems to fix the problem (`await cws.ConnectAsync()` succeeds)  "
27767	area-System.Net	fix WebSocket socket descriptor leak in case of error on connection	Connect to a server which constantly returns errors with Websocket.  You will see that on Linux amount of file descriptors will drastically grow with each connection attempt.    The reason is that here when sslStream.AuthenticateAsClientAsync or any other function throws error on connect stream will not be disposed.    closes #27765 
27765	area-System.Net	WebSocket file descriptor leak when server returns error	**Description:**  WebSocket file descriptor leak when server returns error    **Environment:**  NETCore 2.0.5,   Linux x64    **How to reproduce:**  Connect to a server which constantly returns errors with Websocket.  You will see that on Linux amount of file descriptors will drastically grow with each connection attempt.    The reason is that [here](https://github.com/dotnet/corefx/blob/release/2.0.0/src/System.Net.WebSockets.Client/src/System/Net/WebSockets/WebSocketHandle.Managed.cs) when `sslStream.AuthenticateAsClientAsync` or any other function throws error on connect `stream` will not be disposed.  
27764	area-Meta	Where is System.Web.Http?	Hi,  I'm trying to convert an ASP.NET project from .NET Framework 4.7.1 to .NET Core 2.1 (preview).  My methodology was to rename the folder from `MyAspProj` to `MyAspProj.Old`, then in the solution I created a new .NET Core ASP.NET project called `MyAspProj`, then copied over all the files from `MyAspProj.Old`. I added a reference to `Microsoft.AspNetCore.All`, which I hoped would bring through all the necessary types. but alas, everywhere that I have references to objects from the `System.Web.Http` namespace, my code is broken, with no obvious contenders to redirect the references.  For example, `HttpConfiguration`, which is used for Owin configuration.  And, while we're there, the Owin package itself is targeting .NET Framework. Is there a successor that targets .NET Core?
27763	area-System.Diagnostics	Handle recycled child PIDs	"When the user keeping references to old processes, a new child would re-use some state of an old process with the same PID.  This causes the following code to throw when PID is recycled (https://github.com/dotnet/corefx/issues/27249#issuecomment-367288949).  ```C#              List<Process> processes = new List<Process>();              for (int i = 0; i < 1_000_000; i++)              {                  if (i % 100 == 0)                  {                      System.Console.Write(""."");                  }                  try                  {                      var process = new Process();                      processes.Add(process);                      process.StartInfo.FileName = ""/usr/bin/sleep"";                      process.StartInfo.Arguments = ""0"";                      process.EnableRaisingEvents = true;                      process.Start();                        process.WaitForExit();                  }                  catch                  {                      System.Console.WriteLine($""Exception when creating process {i}"");                      throw;                  }              }  ```    We detect when the PID is recycled and use a new ProcessWaitState for the new child.  Also, we ensure the ProcessWaitHandle is using the same ProcessWaitState as the Process it was created for.    The above test code no longer throws now when the PID is recycled. I have not added a test because it takes a long time to run.    CC @stephentoub @danmosemsft "
27761	area-System.Net	Windows Auth Issue from UWP Applications	Hi @rmkerr   As discussed I have created a sample project, you may download it from the repository path below.  The code as three projects, a WebAPI with windows Authentication and two consumers that have more or less the same code. The console application is able to make the call while the UWP gets a 500 error.     Another thing that I noted is if I remove the Authorize attribute from the API it works fine for both.    https://github.com/luvhsail/Samples.git  
27759	area-System.Reflection	Keep memory a MetadataReader created from provider/PEReader accesses alive until the provider/PEReader is released	Fix https://github.com/dotnet/corefx/issues/25946.
27758	area-System.Data	SNIPacket memory allocation perf improvement (revised)	Previous version of `SNIPacket` change (https://github.com/dotnet/corefx/pull/27187) contains couple of issues, and caused several test failures (https://github.com/dotnet/corefx/issues/27587, https://github.com/dotnet/corefx/issues/27574).  One of the failures caused by missing locks, and other ones were caused by unreleased byte array on `SNIPacket.Release()`. This revised fix excludes dealing with locks, and also properly deallocates byte array when `SNIPacket.Release()` is called.
27755	area-System.Net	HttpListener - Prefix WWW-Authenticate header with scheme	Fixes https://github.com/dotnet/corefx/issues/26606
27754	area-System.Threading	Assertion in channels using pooled object	```  Assertion Failed  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output: The continuation was the completion sentinel. State=CompletionSet.  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:   2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.Channels.ResettableValueTaskSource`1.InvokeContinuation() in D:\j\workspace\windows-TGrou---db113413\src\System.Threading.Channels\src\System\Threading\Channels\AsyncOperation.cs:line 261  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.Channels.ResettableValueTaskSource`1.SignalCompletion() in D:\j\workspace\windows-TGrou---db113413\src\System.Threading.Channels\src\System\Threading\Channels\AsyncOperation.cs:line 254  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.Channels.ResettableValueTaskSource`1.TrySetResult(T result) in D:\j\workspace\windows-TGrou---db113413\src\System.Threading.Channels\src\System\Threading\Channels\AsyncOperation.cs:line 211  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.Channels.AsyncOperation`1.Success(TResult item) in D:\j\workspace\windows-TGrou---db113413\src\System.Threading.Channels\src\System\Threading\Channels\AsyncOperation.cs:line 336  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.Channels.SingleConsumerUnboundedChannel`1.UnboundedChannelWriter.TryWrite(T item) in D:\j\workspace\windows-TGrou---db113413\src\System.Threading.Channels\src\System\Threading\Channels\SingleConsumerUnboundedChannel.cs:line 327  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.Channels.SingleConsumerUnboundedChannel`1.UnboundedChannelWriter.WriteAsync(T item, CancellationToken cancellationToken) in D:\j\workspace\windows-TGrou---db113413\src\System.Threading.Channels\src\System\Threading\Channels\SingleConsumerUnboundedChannel.cs:line 347  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.Channels.Tests.PerfTests.<>c__DisplayClass4_1.<<PingPong>b__1>d.MoveNext() in D:\j\workspace\windows-TGrou---db113413\src\System.Threading.Channels\tests\Performance\Perf.Channel.cs:line 122  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state) in E:\A\_work\1250\s\src\mscorlib\shared\System\Threading\ExecutionContext.cs:line 166  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AsyncStateMachineBox`1.MoveNext() in E:\A\_work\1250\s\src\mscorlib\src\System\Runtime\CompilerServices\AsyncMethodBuilder.cs:line 559  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.Channels.ResettableValueTaskSource`1.<>c.<InvokeContinuation>b__30_0(Object s) in D:\j\workspace\windows-TGrou---db113413\src\System.Threading.Channels\src\System\Threading\Channels\AsyncOperation.cs:line 270  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state) in E:\A\_work\1250\s\src\mscorlib\shared\System\Threading\ExecutionContext.cs:line 166  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.Tasks.Task.ExecuteWithThreadLocal(Task& currentTaskSlot) in E:\A\_work\1250\s\src\mscorlib\src\System\Threading\Tasks\Task.cs:line 2440  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.ThreadPoolWorkQueue.Dispatch() in E:\A\_work\1250\s\src\mscorlib\src\System\Threading\ThreadPool.cs:line 588  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output: Expected IsCompleted, got Owned  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:   2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.Channels.ResettableValueTaskSource`1.OnCompleted(Action`1 continuation, Object state, Int16 token, ValueTaskSourceOnCompletedFlags flags) in D:\j\workspace\windows-TGrou---db113413\src\System.Threading.Channels\src\System\Threading\Channels\AsyncOperation.cs:line 190  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Runtime.CompilerServices.ValueTaskAwaiter`1.System.Runtime.CompilerServices.IValueTaskAwaiter.AwaitUnsafeOnCompleted(IAsyncStateMachineBox box) in E:\A\_work\1250\s\src\mscorlib\shared\System\Runtime\CompilerServices\ValueTaskAwaiter.cs:line 183  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AwaitUnsafeOnCompleted[TAwaiter,TStateMachine](TAwaiter& awaiter, TStateMachine& stateMachine) in E:\A\_work\1250\s\src\mscorlib\src\System\Runtime\CompilerServices\AsyncMethodBuilder.cs:line 377  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.Channels.Tests.PerfTests.<>c__DisplayClass4_1.<<PingPong>b__0>d.MoveNext() in D:\j\workspace\windows-TGrou---db113413\src\System.Threading.Channels\tests\Performance\Perf.Channel.cs:line 112  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state) in E:\A\_work\1250\s\src\mscorlib\shared\System\Threading\ExecutionContext.cs:line 166  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AsyncStateMachineBox`1.MoveNext() in E:\A\_work\1250\s\src\mscorlib\src\System\Runtime\CompilerServices\AsyncMethodBuilder.cs:line 559  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.Channels.ResettableValueTaskSource`1.<>c.<InvokeContinuation>b__30_0(Object s) in D:\j\workspace\windows-TGrou---db113413\src\System.Threading.Channels\src\System\Threading\Channels\AsyncOperation.cs:line 270  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state) in E:\A\_work\1250\s\src\mscorlib\shared\System\Threading\ExecutionContext.cs:line 166  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.Tasks.Task.ExecuteWithThreadLocal(Task& currentTaskSlot) in E:\A\_work\1250\s\src\mscorlib\src\System\Threading\Tasks\Task.cs:line 2440  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output:    at System.Threading.ThreadPoolWorkQueue.Dispatch() in E:\A\_work\1250\s\src\mscorlib\src\System\Threading\ThreadPool.cs:line 588  2018-03-05 22:00:23,076: INFO: proc(54): run_and_log_output: Output: ----- end 22:00:23.07 ----- exit code -2146232797 ----------------------------------------------------------  2018-03-05 22:00:23,092: INFO: proc(58): run_and_log_output: Exit Code: -2146232797  2018-03-05 22:00:23,092: ERROR: scriptrunner(91): _main: Error: No exception thrown, but XUnit results not created  2018-03-05 22:00:23,092: ERROR: helix_test_execution(83): report_error: Error running xunit None    2018-03-05 22:00:23,092: INFO: azure_storage(205): _upload: Uploading single blob: 'error.log'  2018-03-05 22:00:23,124: INFO: saferequests(90): request_with_retry: Response complete with status code '201'  2018-03-05 22:00:23,124: INFO: helix_test_execution(93): report_error: Sending ToF test failure event  2018-03-05 22:00:23,124: INFO: event(43): send: Sending event type XUnitTestFailure  2018-03-05 22:00:23,358: INFO: saferequests(90): request_with_retry: Response complete with status code '201'  2018-03-05 22:00:23,374: INFO: azure_storage(205): _upload: Uploading single blob: '7b71c5bca82b4295bcadc5567fd2aa32.log'  2018-03-05 22:00:23,436: INFO: saferequests(90): request_with_retry: Response complete with status code '201'  2018-03-05 22:00:23,436: INFO: event(43): send: Sending event type Logs  2018-03-05 22:00:23,576: INFO: saferequests(90): request_with_retry: Response complete with status code '201'  scriptrunner.py   ```
